posicao_ranking,id_do_prospect,numero_do_lead,origem_do_lead,fonte_do_lead,ultima_atividade,especializacao,ocupacao_atual,cidade,probabilidade_conversao,probabilidade_percentual,previsao_modelo,convertido_real,prioridade,acao_sugerida
120,748655b6-62bc-4394-88a6-89e92df75bdd,655522,Formulário de Cadastro de Lead,Referência,E-mail Aberto,Gestão de Operações,Profissional Empregado,Não informado,0.9310884072345316,93.11,1,1,Alta,Contato comercial imediato
121,911f84aa-1803-4ac9-8896-0ddf2d194beb,631591,Formulário de Cadastro de Lead,Referência,E-mail Aberto,Gestão de Recursos Humanos,Profissional Empregado,Mumbai,0.9306699144734671,93.07,1,1,Alta,Contato comercial imediato
122,de393f4f-c7bf-4a9c-8ede-719862556b7e,602757,Formulário de Cadastro de Lead,Referência,E-mail Aberto,Gestão de Recursos Humanos,Profissional Empregado,Mumbai,0.9306699144734671,93.07,1,1,Alta,Contato comercial imediato
123,8377d1f6-b952-4e63-9fb1-aeb388c39662,598132,Formulário de Cadastro de Lead,Referência,E-mail Aberto,Gestão de Recursos Humanos,Profissional Empregado,Mumbai,0.9306699144734671,93.07,1,1,Alta,Contato comercial imediato
124,aa994ac7-bf38-4b47-85cd-afbdd9c556b8,598753,Formulário de Cadastro de Lead,Referência,E-mail Aberto,Gestão de Recursos Humanos,Profissional Empregado,Mumbai,0.9306699144734671,93.07,1,1,Alta,Contato comercial imediato
125,d5cf619b-d8fc-4c12-a199-d5b2df2e104a,628500,Formulário de Cadastro de Lead,Referência,E-mail Aberto,Administração de Empresas,Profissional Empregado,Não informado,0.9306674888201302,93.07,1,1,Alta,Contato comercial imediato
126,9f6adb7e-fb39-43d6-b4ce-322a68594c48,588011,Formulário de Cadastro de Lead,Referência,E-mail Aberto,Administração de Empresas,Profissional Empregado,Não informado,0.9306674888201302,93.07,1,1,Alta,Contato comercial imediato
127,2dda3090-e7a8-40dc-8817-8dd9a46c0e67,606306,Formulário de Cadastro de Lead,Referência,Descadastrado,Gestão da Cadeia de Suprimentos,Profissional Empregado,Não informado,0.9303823396780576,93.04,1,1,Alta,Contato comercial imediato
128,26f2e0bc-dd3c-43ba-946d-4a4765a89874,586394,Formulário de Cadastro de Lead,Referência,E-mail Aberto,Gestão de Projetos de TI,Profissional Empregado,Mumbai,0.930251456662599,93.03,1,1,Alta,Contato comercial imediato
129,4b77ad5c-95af-443b-9700-8874f26bda7a,607221,Formulário de Cadastro de Lead,Referência,E-mail Aberto,Gestão de Projetos de TI,Profissional Empregado,Mumbai,0.930251456662599,93.03,1,1,Alta,Contato comercial imediato
130,59a4ead6-370b-43b5-8932-64859d5499af,587940,Formulário de Cadastro de Lead,Referência,Página Visitada no Site,Gestão de Operações,Profissional Empregado,Não informado,0.9288592302974072,92.89,1,1,Alta,Contato comercial imediato
131,2a3cedcc-ae4d-4a9b-b97f-16edb2eb6cac,634029,Formulário de Cadastro de Lead,Referência,Teve Conversa por Telefone,Administração de Empresas,Profissional Empregado,Não informado,0.9287416892607777,92.87,1,1,Alta,Contato comercial imediato
132,aa5ff9e9-bd5c-4a6e-bc03-e19552725635,606303,Formulário de Cadastro de Lead,Referência,Página Visitada no Site,Gestão Financeira,Profissional Empregado,Não informado,0.9272751678609475,92.73,1,1,Alta,Contato comercial imediato
133,84198fb6-a579-4f25-80c9-3ad6cf3b13dc,634056,Formulário de Cadastro de Lead,Referência,E-mail Aberto,"Bancos, Investimentos e Seguros",Profissional Empregado,Não informado,0.926305108676724,92.63,1,1,Alta,Contato comercial imediato
134,cd0a852b-0732-44c7-a469-a401b8c66403,658634,Formulário de Cadastro de Lead,Referência,E-mail Aberto,"Bancos, Investimentos e Seguros",Profissional Empregado,Não informado,0.926305108676724,92.63,1,1,Alta,Contato comercial imediato
135,27eff01f-2177-452f-81c9-94b132634e42,587968,Formulário de Cadastro de Lead,Referência,E-mail Aberto,"Bancos, Investimentos e Seguros",Profissional Empregado,Não informado,0.926305108676724,92.63,1,1,Alta,Contato comercial imediato
136,3acc46ab-0f98-425f-9504-e6b4e2badb14,657586,Formulário de Cadastro de Lead,Referência,E-mail Aberto,"Bancos, Investimentos e Seguros",Profissional Empregado,Não informado,0.926305108676724,92.63,1,1,Alta,Contato comercial imediato
137,bb544ffc-556a-46c5-8133-b6b12bdd3aba,601026,Formulário de Cadastro de Lead,Referência,Link do E-mail Clicado,Gestão de Marketing,Profissional Empregado,Mumbai,0.9256893894838573,92.57,1,1,Alta,Contato comercial imediato
138,0c33ac36-194b-428c-88c8-b20674a9c4c7,614090,Formulário de Cadastro de Lead,Referência,E-mail Aberto,Gestão de Recursos Humanos,Profissional Empregado,Não informado,0.9249758071391777,92.5,1,0,Alta,Contato comercial imediato
139,c54f2691-26f2-4f82-80cf-6b282088c1a4,643889,Formulário de Cadastro de Lead,Referência,E-mail Aberto,Gestão de Recursos Humanos,Profissional Empregado,Não informado,0.9249758071391777,92.5,1,1,Alta,Contato comercial imediato
140,5f4a0ace-c880-4427-8d7b-66d97202b08d,615534,Formulário de Cadastro de Lead,Referência,E-mail Aberto,Gestão de Recursos Humanos,Profissional Empregado,Não informado,0.9249758071391777,92.5,1,1,Alta,Contato comercial imediato
141,46b71694-3033-4354-a7f6-6ef674d923d4,639253,Formulário de Cadastro de Lead,Referência,E-mail Aberto,Gestão de Recursos Humanos,Profissional Empregado,Não informado,0.9249758071391777,92.5,1,1,Alta,Contato comercial imediato
142,76c61ea5-19de-424f-bfaa-04a6fa5d0faf,643936,Formulário de Cadastro de Lead,Referência,E-mail Aberto,Gestão de Recursos Humanos,Profissional Empregado,Não informado,0.9249758071391777,92.5,1,1,Alta,Contato comercial imediato
143,bb3840bf-b040-45f3-a494-68927055dbb1,604411,Formulário de Cadastro de Lead,Referência,Não informado,Gestão de Marketing,Profissional Empregado,Outras Cidades,0.9242911993698965,92.43,1,1,Alta,Contato comercial imediato
144,d23ae8c1-7938-4a8b-b22f-459adf894488,605210,Formulário de Cadastro de Lead,Referência,SMS Enviado,Administração de Empresas,Profissional Empregado,Não informado,0.9239336978522499,92.39,1,1,Alta,Contato comercial imediato
145,3a3be5e1-2759-4407-9a81-38eed5abb9dd,606309,Formulário de Cadastro de Lead,Referência,Página Visitada no Site,"Bancos, Investimentos e Seguros",Profissional Empregado,Não informado,0.9239331587196108,92.39,1,1,Alta,Contato comercial imediato
146,5b352d64-886d-471e-9339-cfd1b7f9207c,591536,Formulário de Cadastro de Lead,Referência,Não informado,Gestão de Marketing,Profissional Empregado,Não informado,0.9236876245031206,92.37,1,1,Alta,Contato comercial imediato
147,e561d502-ac62-4356-8078-5518f0df62ed,605156,Formulário de Cadastro de Lead,Referência,Não informado,Gestão Financeira,Profissional Empregado,Mumbai,0.922175042495627,92.22,1,1,Alta,Contato comercial imediato
148,144807db-2895-4002-b52e-3eda79c22395,659283,Formulário de Cadastro de Lead,Referência,Não informado,Gestão de Marketing,Profissional Empregado,Outras Cidades,0.9211901371532264,92.12,1,1,Alta,Contato comercial imediato
149,63ebde80-a465-4cdc-ab5a-5e880a7138b0,659158,Formulário de Cadastro de Lead,Referência,Não informado,Gestão de Marketing,Profissional Empregado,Não informado,0.9203865622864504,92.04,1,1,Alta,Contato comercial imediato
150,f33166e8-d8d3-4e8c-b9d0-8a1922c35910,594369,Formulário de Cadastro de Lead,Referência,E-mail Aberto,Gestão de Recursos Humanos,Profissional Empregado,Outras Cidades,0.9196228849347378,91.96,1,1,Alta,Contato comercial imediato
151,40b85a92-8e44-43f2-9ee2-86376081402d,590944,Formulário de Cadastro de Lead,Referência,E-mail Aberto,Gestão de Marketing,Profissional Empregado,Mumbai,0.9196201295964255,91.96,1,1,Alta,Contato comercial imediato
152,47aef6b5-0a4f-4281-9b55-872067135b4f,627119,Formulário de Cadastro de Lead,Referência,E-mail Aberto,Gestão de Marketing,Profissional Empregado,Mumbai,0.9196201295964255,91.96,1,1,Alta,Contato comercial imediato
153,a1b97786-c0de-4fd0-9556-75c4da7a6820,608143,Formulário de Cadastro de Lead,Referência,SMS Enviado,Gestão de Recursos Humanos,Desempregado,Mumbai,0.9184126262969474,91.84,1,1,Alta,Contato comercial imediato
154,a9270cc5-ac55-4bad-8735-4a385b7be10f,617782,Formulário de Cadastro de Lead,Referência,SMS Enviado,Gestão de Recursos Humanos,Desempregado,Mumbai,0.9184126262969474,91.84,1,1,Alta,Contato comercial imediato
155,10356427-09ca-4dd5-931c-3703130d3ba4,634018,Formulário de Cadastro de Lead,Referência,SMS Enviado,Gestão de Recursos Humanos,Desempregado,Mumbai,0.9184126262969474,91.84,1,1,Alta,Contato comercial imediato
156,5aa789d8-4b9b-460a-ac66-97fd1cad9976,615769,Formulário de Cadastro de Lead,Referência,SMS Enviado,Gestão de Recursos Humanos,Desempregado,Mumbai,0.9184126262969474,91.84,1,1,Alta,Contato comercial imediato
157,be4c7a7b-f123-42f2-8868-a005c83a1576,652708,Formulário de Cadastro de Lead,Referência,SMS Enviado,Gestão de Marketing,Desempregado,Mumbai,0.9177787221966716,91.78,1,0,Alta,Contato comercial imediato
158,09f3b6b7-1456-42aa-bbf2-5787d047a50b,609191,Formulário de Cadastro de Lead,Referência,SMS Enviado,Gestão de Marketing,Desempregado,Mumbai,0.9177787221966716,91.78,1,1,Alta,Contato comercial imediato
159,573a1214-936a-4db8-a465-58b51ce3bd36,636823,Formulário de Cadastro de Lead,Referência,SMS Enviado,Gestão de Marketing,Desempregado,Mumbai,0.9177787221966716,91.78,1,1,Alta,Contato comercial imediato
160,b6f6fa5a-1887-4df3-94b3-88e1afc6a6bb,646337,Formulário de Cadastro de Lead,Referência,SMS Enviado,Gestão de Marketing,Desempregado,Mumbai,0.9177787221966716,91.78,1,1,Alta,Contato comercial imediato
161,baff50a7-725d-46e7-b930-626ddda9bbbe,646320,Formulário de Cadastro de Lead,Referência,SMS Enviado,Gestão de Marketing,Desempregado,Mumbai,0.9177787221966716,91.78,1,1,Alta,Contato comercial imediato
162,e2fbc130-1d46-4ee7-8eba-7644e682b2bf,635809,Formulário de Cadastro de Lead,Referência,E-mail Aberto,Gestão Financeira,Profissional Empregado,Outras Cidades,0.916983933323208,91.7,1,1,Alta,Contato comercial imediato
163,3a0ce10f-d2c1-4213-a2bc-4f97bcd29699,659710,Formulário de Cadastro de Lead,Referência,Não informado,Gestão de Hospitalidade,Profissional Empregado,Thane e Arredores,0.9168066399053169,91.68,1,1,Alta,Contato comercial imediato
164,65734287-bfb7-4b03-8ff6-57d765bd0b75,588106,Formulário de Cadastro de Lead,Referência,Teve Conversa por Telefone,Gestão de Recursos Humanos,Profissional Empregado,Não informado,0.9140508205116263,91.41,1,0,Alta,Contato comercial imediato
165,68f496c2-0073-470f-9c3c-7fb48f060ce5,659631,Formulário de Cadastro de Lead,Referência,Não informado,Gestão de Recursos Humanos,Desempregado,Mumbai,0.9137359171245888,91.37,1,1,Alta,Contato comercial imediato
166,fbed4f56-3231-487b-a5cc-ffdb97cfa897,589006,Formulário de Cadastro de Lead,Referência,E-mail Aberto,Gestão de Recursos Humanos,Profissional Empregado,Cidades Tier II,0.9136370311807912,91.36,1,1,Alta,Contato comercial imediato
167,ee06d877-d136-44a0-858e-ae2ce9202508,596461,Formulário de Cadastro de Lead,Site Welingak,SMS Enviado,Administração de Empresas,Desempregado,Não informado,0.9128933649717381,91.29,1,1,Alta,Contato comercial imediato
168,7a2644b8-8a9c-4613-a727-03570467733f,613624,Formulário de Cadastro de Lead,Referência,SMS Enviado,Gestão Financeira,Desempregado,Mumbai,0.9126668540552187,91.27,1,1,Alta,Contato comercial imediato
169,149ea70e-6f74-4c23-8102-ff16b27d6b13,657247,Formulário de Cadastro de Lead,Referência,Não informado,Gestão de Recursos Humanos,Desempregado,Mumbai,0.9125656272695163,91.26,1,1,Alta,Contato comercial imediato
170,129baf4b-fae4-426f-b645-65c8190be63f,599578,Formulário de Cadastro de Lead,Referência,Não informado,Gestão Financeira,Desempregado,Outras Cidades,0.9125537668011261,91.26,1,1,Alta,Contato comercial imediato
171,c632a2e7-d914-4e3c-a65b-66607c8610fb,614655,Formulário de Cadastro de Lead,Site Welingak,SMS Enviado,Gestão de Recursos Humanos,Desempregado,Não informado,0.9124347572804027,91.24,1,1,Alta,Contato comercial imediato
172,b3db7da4-07a8-4180-95da-6a33acdfc208,599452,Formulário de Cadastro de Lead,Referência,Não informado,Gestão Financeira,Desempregado,Mumbai,0.9123627315343552,91.24,1,1,Alta,Contato comercial imediato
173,c025573a-4662-40c2-86a1-475cb07038d9,600640,Formulário de Cadastro de Lead,Referência,Não informado,Gestão Financeira,Desempregado,Mumbai,0.9123627315343552,91.24,1,1,Alta,Contato comercial imediato
174,758eeb7e-3014-4803-aa34-4aa8c73c9517,626970,Formulário de Cadastro de Lead,Referência,E-mail Aberto,Gestão de Recursos Humanos,Desempregado,Mumbai,0.911729929946832,91.17,1,1,Alta,Contato comercial imediato
175,be35660f-d1bc-4232-a611-ea3c51b67917,599423,Formulário de Cadastro de Lead,Referência,E-mail Aberto,Gestão de Recursos Humanos,Desempregado,Mumbai,0.911729929946832,91.17,1,1,Alta,Contato comercial imediato
176,0597e043-06b5-4ebf-95a3-d026c06e3a63,607148,Formulário de Cadastro de Lead,Referência,E-mail Aberto,Gestão de Recursos Humanos,Desempregado,Mumbai,0.911729929946832,91.17,1,1,Alta,Contato comercial imediato
177,2a2cd18b-ed1c-4635-afd5-d627161338d5,608489,Formulário de Cadastro de Lead,Referência,SMS Enviado,Gestão de Recursos Humanos,Desempregado,Thane e Arredores,0.911314169682239,91.13,1,1,Alta,Contato comercial imediato
178,193ec8fa-20ef-4230-a508-f6bc65911b8a,626523,Formulário de Cadastro de Lead,Referência,SMS Enviado,Gestão de Recursos Humanos,Desempregado,Thane e Arredores,0.911314169682239,91.13,1,1,Alta,Contato comercial imediato
179,bfa67b01-2192-4699-9c73-d5ad13f64edc,640156,Formulário de Cadastro de Lead,Referência,SMS Enviado,Gestão de Recursos Humanos,Desempregado,Thane e Arredores,0.911314169682239,91.13,1,1,Alta,Contato comercial imediato
180,fa4a31dc-4ce7-4e4e-98f0-054a8cfcda44,601100,Formulário de Cadastro de Lead,Referência,Não informado,Gestão Financeira,Desempregado,Mumbai,0.9112969953931918,91.13,1,1,Alta,Contato comercial imediato
181,bd54406e-04fb-4109-99ba-b7eeb4897c1a,628379,Formulário de Cadastro de Lead,Referência,Não informado,Gestão Financeira,Desempregado,Não informado,0.9107786092192441,91.08,1,0,Alta,Contato comercial imediato
182,20aa1c27-dbeb-4bd6-82b5-d423b5c1dc13,642990,Formulário de Cadastro de Lead,Referência,Teve Conversa por Telefone,Gestão de Operações,Desempregado,Mumbai,0.9107578404409459,91.08,1,1,Alta,Contato comercial imediato
183,c62f80aa-8277-4e71-931d-b0baa82bb307,640295,Formulário de Cadastro de Lead,Referência,Não informado,Gestão Financeira,Estudante,Mumbai,0.9105865260285365,91.06,1,1,Alta,Contato comercial imediato
184,99bc24d5-cd9c-4f70-a4b7-b2c5d3da56d7,655352,Formulário de Cadastro de Lead,Referência,Não informado,Gestão Financeira,Profissional Empregado,Não informado,0.9101198433839518,91.01,1,1,Alta,Contato comercial imediato
185,6cd7f6d3-4781-436d-978d-7381106e4f2b,588051,Formulário de Cadastro de Lead,Referência,Teve Conversa por Telefone,Administração de Empresas,Profissional Empregado,Outras Cidades de Maharashtra,0.9100101419120218,91.0,1,1,Alta,Contato comercial imediato
186,420c94ae-8d83-405c-b7fd-55a0ff85009a,656668,Formulário de Cadastro de Lead,Referência,Link do E-mail Clicado,Gestão de Recursos Humanos,Desempregado,Mumbai,0.9095214779989805,90.95,1,1,Alta,Contato comercial imediato
187,6077a5b9-0f1c-4730-8626-a4a6af79eac0,617100,Formulário de Cadastro de Lead,Referência,SMS Enviado,Gestão de Recursos Humanos,Desempregado,Não informado,0.9094510005175205,90.95,1,1,Alta,Contato comercial imediato
188,2e9af01f-5ccd-49bf-aa62-fb88d45620e2,643917,Formulário de Cadastro de Lead,Referência,SMS Enviado,Gestão de Recursos Humanos,Desempregado,Não informado,0.9094510005175205,90.95,1,1,Alta,Contato comercial imediato
189,40ae37e6-dd16-438f-8349-41b7fa53d3cf,628282,Formulário de Cadastro de Lead,Referência,SMS Enviado,Gestão de Recursos Humanos,Desempregado,Não informado,0.9094510005175205,90.95,1,1,Alta,Contato comercial imediato
190,35f16c7a-21fe-4982-a7f8-a744d7b4a471,628444,Formulário de Cadastro de Lead,Referência,SMS Enviado,Gestão de Recursos Humanos,Desempregado,Não informado,0.9094510005175205,90.95,1,1,Alta,Contato comercial imediato
191,1a2e1831-defc-4574-bbe0-c3d809972ee9,605291,Formulário de Cadastro de Lead,Referência,SMS Enviado,Gestão de Recursos Humanos,Desempregado,Não informado,0.9094510005175205,90.95,1,1,Alta,Contato comercial imediato
192,1e25c1e9-8c44-47b3-9593-e80fc5ae6206,629355,Formulário de Cadastro de Lead,Referência,SMS Enviado,Administração de Empresas,Desempregado,Thane e Arredores,0.9094093496180572,90.94,1,1,Alta,Contato comercial imediato
193,01d6d18a-39e3-48de-9e93-2ec63b2ace60,621198,Formulário de Cadastro de Lead,Referência,SMS Enviado,Administração de Empresas,Desempregado,Thane e Arredores,0.9094093496180572,90.94,1,1,Alta,Contato comercial imediato
194,db7df067-c985-4d24-80af-c72990c68904,634813,Formulário de Cadastro de Lead,Referência,SMS Enviado,Administração de Empresas,Desempregado,Thane e Arredores,0.9094093496180572,90.94,1,1,Alta,Contato comercial imediato
195,5da64b7b-6302-45da-8462-872cc3cadd6a,656516,Formulário de Cadastro de Lead,Referência,Não informado,Gestão da Cadeia de Suprimentos,Desempregado,Mumbai,0.9092027186905822,90.92,1,1,Alta,Contato comercial imediato
196,ad2491cc-ac87-4b82-b507-81d40eb30703,588076,Formulário de Cadastro de Lead,Referência,E-mail Aberto,Gestão de Marketing,Profissional Empregado,Não informado,0.9090783593153512,90.91,1,0,Alta,Contato comercial imediato
197,813c58a8-eebd-4c9e-ab0e-0b8055fa3176,588005,Formulário de Cadastro de Lead,Referência,E-mail Aberto,Gestão de Marketing,Profissional Empregado,Não informado,0.9090783593153512,90.91,1,1,Alta,Contato comercial imediato
198,a4e4dc80-930e-4d09-8a5f-66d44ae0cedd,587887,Formulário de Cadastro de Lead,Referência,E-mail Aberto,Gestão de Marketing,Profissional Empregado,Não informado,0.9090783593153512,90.91,1,1,Alta,Contato comercial imediato
199,33646db8-50d2-4b90-b953-64210b3d237d,634036,Formulário de Cadastro de Lead,Referência,E-mail Aberto,Gestão de Marketing,Profissional Empregado,Não informado,0.9090783593153512,90.91,1,1,Alta,Contato comercial imediato
